ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,gender_0to1,gender_1to0,marry_1to0,marry_0to1,graduated_1to0,graduated_0to1,var_down,var_up,ID_change,Segmentation
463240,0,1,53,0,2,0,1,3,5,0,0,0,1,0,0,0,1,0,1
463240,0,1,45,0,2,0,1,3,5,0,0,0,0,0,0,0,0,1,1
463242,0,0,26,0,2,5,0,2,5,0,0,1,0,0,0,0,0,0,1
463242,0,0,29,0,2,5,0,2,5,0,0,0,0,0,0,0,0,1,1
463243,1,0,19,0,5,0,0,3,5,1,0,0,0,0,0,0,0,0,4
463244,0,1,45,0,1,1,0,1,5,0,1,0,1,0,0,0,0,0,2
463244,0,1,47,0,1,1,0,1,5,0,0,0,0,0,0,0,0,1,2
463245,1,1,37,1,3,9,1,2,5,1,0,0,0,0,1,0,0,0,1
463245,1,1,41,1,3,8,1,2,5,0,0,0,0,0,0,0,0,1,1
463246,0,1,38,0,2,9,0,2,5,0,1,0,0,1,0,0,0,0,1
463247,1,0,45,1,3,1,0,1,6,1,0,1,0,0,1,0,1,0,1
463248,0,1,26,0,6,8,1,4,1,0,1,0,1,1,0,1,0,0,4
463248,0,1,32,0,6,9,1,4,1,0,0,0,0,0,0,0,0,1,4
463249,1,0,28,0,3,1,0,2,6,1,0,1,0,0,0,0,1,0,1
463250,0,0,36,1,1,0,0,2,5,0,1,0,0,0,1,1,0,0,4
463251,1,1,31,0,8,2,0,3,5,1,0,0,1,1,0,0,0,0,
463252,1,1,50,1,0,0,1,2,5,0,0,0,0,0,1,0,0,0,2
463253,0,1,61,1,1,0,1,4,6,0,1,0,0,0,0,0,1,0,2
463254,0,1,37,0,4,0,2,2,0,0,0,0,0,1,0,1,0,0,1
463255,1,0,42,1,3,3,0,2,5,1,0,1,0,0,1,0,1,0,1
463256,1,0,20,0,8,1,0,3,5,0,0,0,0,1,0,0,0,0,
463257,0,0,23,0,5,3,0,5,5,0,1,0,0,0,0,0,0,0,4
463258,0,1,53,1,0,1,1,3,5,0,0,0,1,0,1,0,0,0,1
463258,0,1,46,1,0,0,1,3,5,0,0,0,0,0,0,0,0,1,1
463259,1,1,75,1,7,0,0,1,5,1,0,0,0,0,0,0,0,0,1
463260,1,1,70,1,7,3,0,1,5,0,0,0,0,0,0,0,0,0,
463261,0,1,72,0,3,7,1,3,5,0,1,0,0,1,0,0,0,0,2
463262,0,1,70,0,7,3,2,2,5,0,0,0,0,0,0,0,0,0,1
463263,0,1,70,1,2,0,2,2,5,0,0,0,0,0,1,0,0,0,2
463264,0,1,71,1,7,0,0,2,5,0,0,0,0,0,0,0,0,0,3
463265,1,1,70,1,0,1,1,3,5,1,0,0,0,0,0,0,0,0,3
463265,1,1,65,1,0,1,1,3,5,0,0,0,0,0,0,0,0,1,3
463266,0,1,68,-1,0,1,1,2,5,0,1,0,0,0,0,0,0,0,
463267,1,1,31,0,6,9,0,1,3,1,0,0,0,0,0,1,0,0,1
463267,1,1,29,0,6,9,0,1,3,0,0,0,0,0,0,0,0,1,1
463268,0,1,38,0,2,0,0,3,3,0,1,0,0,0,0,0,0,0,1
463269,1,1,36,1,3,2,1,2,2,1,0,0,0,0,1,1,0,0,1
463269,1,1,41,1,3,3,1,2,2,0,0,0,0,0,0,0,0,1,1
463270,1,1,52,0,4,1,0,5,-1,0,0,0,0,1,0,1,0,0,1
463270,1,1,50,0,4,0,0,5,-1,0,0,0,0,0,0,0,0,1,1
463273,1,1,37,1,3,8,1,2,2,0,0,0,0,0,1,0,1,0,2
463273,1,1,38,1,3,9,1,2,2,0,0,0,0,0,0,0,0,1,2
463274,1,1,58,1,0,7,0,1,2,0,0,0,0,0,0,0,0,0,2
463275,1,1,29,0,3,7,1,2,2,0,0,0,0,1,0,0,0,0,4
463276,1,1,42,0,4,-1,1,2,2,0,0,0,0,0,0,0,0,0,1
463276,1,1,37,0,4,-1,1,2,2,0,0,0,0,0,0,0,0,1,1
463277,0,1,26,0,2,6,0,2,2,0,1,0,0,0,0,0,0,0,4
463277,0,1,30,0,2,6,0,2,2,0,0,0,0,0,0,0,0,1,4
463278,0,1,59,1,2,0,0,1,2,0,0,0,0,0,1,0,0,0,2
463278,0,1,63,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,2
463279,1,0,27,0,3,0,0,3,2,1,0,1,0,1,0,0,0,0,1
463280,1,1,37,1,0,6,1,2,2,0,0,0,1,0,1,0,0,0,1
463280,1,1,42,1,0,6,1,2,2,0,0,0,0,0,0,0,0,1,1
463281,1,1,25,0,3,3,1,2,2,0,0,0,0,1,0,0,0,0,4
463282,1,0,38,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,2
463283,0,0,48,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,2
463284,0,1,60,1,2,0,0,-1,2,0,0,0,1,0,0,0,0,0,2
463285,1,1,31,0,8,-1,0,4,2,1,0,0,0,1,0,0,0,0,4
463286,1,1,35,1,0,1,1,3,5,0,0,0,0,0,1,0,1,0,3
463287,1,1,50,1,0,1,1,4,1,0,0,0,0,0,0,1,0,0,3
463288,0,-1,59,1,0,9,1,2,5,0,1,0,0,0,0,0,1,0,3
463289,0,1,39,1,0,0,1,3,2,0,0,0,0,0,0,1,0,0,3
463290,0,0,25,0,5,1,0,5,5,0,0,1,0,1,0,0,1,0,2
463291,1,1,35,1,2,5,1,4,5,1,0,0,1,0,1,0,0,0,2
463292,1,1,36,0,4,1,2,3,5,0,0,0,0,1,0,0,0,0,2
463292,1,1,41,0,4,0,2,3,5,0,0,0,0,0,0,0,0,1,2
463293,0,0,20,0,5,1,0,3,5,0,1,1,0,0,0,0,0,0,4
463294,0,1,35,1,2,5,0,2,5,0,0,0,1,0,1,0,0,0,2
463295,1,0,28,0,3,0,0,3,5,1,0,1,0,1,0,0,0,0,1
463296,0,0,21,0,5,0,0,5,5,0,1,0,0,0,0,0,0,0,4
463297,1,0,27,1,5,4,0,2,5,1,0,0,0,0,1,0,0,0,4
463298,1,1,50,0,3,0,0,2,5,0,0,0,1,1,0,0,0,0,1
463299,0,1,49,1,0,0,0,4,5,0,1,0,0,0,1,0,0,0,2
463300,1,1,47,0,3,1,0,2,5,1,0,0,0,1,0,0,0,0,1
463302,0,1,58,1,2,-1,2,4,5,0,1,0,0,0,1,0,0,0,2
463302,0,1,60,1,2,-1,2,4,5,0,0,0,0,0,0,0,0,1,2
463303,0,1,49,1,6,2,1,4,5,0,0,0,0,0,0,0,0,0,2
463304,0,0,41,1,1,0,0,1,3,0,0,1,0,0,0,1,0,0,1
463306,0,1,60,1,2,1,2,4,2,0,0,0,1,0,0,1,0,0,2
463308,1,1,53,1,2,1,0,2,2,1,0,0,0,0,0,0,0,0,1
463308,1,1,46,1,2,1,0,2,2,0,0,0,0,0,0,0,0,1,1
463309,1,1,50,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2
463310,1,1,60,1,3,0,0,2,2,0,0,0,0,0,0,0,0,0,1
463311,0,0,18,0,5,0,0,5,2,0,1,1,0,1,0,0,0,0,4
463312,1,1,40,0,2,3,0,1,2,1,0,0,1,0,0,0,0,0,1
463313,0,1,55,1,2,1,0,1,2,0,1,0,0,0,1,0,0,0,1
463314,0,0,27,0,5,0,0,4,2,0,0,1,0,1,0,0,0,0,1
463315,1,1,40,1,4,0,2,4,2,1,0,0,1,0,1,0,0,0,2
463316,0,1,89,0,7,0,2,2,5,0,1,0,0,1,0,0,1,0,1
463316,0,1,83,0,7,0,2,2,5,0,0,0,0,0,0,0,0,1,1
463317,1,1,72,1,8,0,0,1,5,1,0,0,0,0,1,0,0,0,1
463318,1,1,65,1,7,0,0,2,0,0,0,0,0,0,0,1,0,0,1
463319,0,1,73,0,7,1,2,3,5,0,1,0,0,1,0,0,1,0,2
463321,1,0,22,0,5,1,0,3,0,1,0,1,0,0,0,1,0,0,4
463322,0,1,72,1,7,1,2,4,1,0,1,0,1,0,1,0,1,0,2
463323,1,1,31,1,5,2,0,2,5,1,0,0,0,0,0,0,1,0,4
463323,1,1,27,1,5,3,0,2,5,0,0,0,0,0,0,0,0,1,4
463324,0,0,22,0,5,1,0,4,1,0,1,1,0,1,0,1,0,0,
463325,1,1,22,0,1,1,0,4,5,1,0,0,1,0,0,0,1,0,1
463326,0,0,23,0,5,0,0,3,1,0,1,1,0,0,0,1,0,0,4
463327,1,1,40,0,4,1,0,5,4,1,0,0,1,0,0,0,1,0,4
463328,0,0,23,0,5,0,0,4,5,0,1,1,0,0,0,0,1,0,4
463329,1,0,23,0,5,0,0,6,2,1,0,0,0,0,0,1,0,0,4
463330,1,0,20,0,5,1,0,4,5,0,0,0,0,0,0,0,1,0,4
463330,1,0,20,0,5,0,0,4,5,0,0,0,0,0,0,0,0,1,4
463331,0,1,45,1,0,0,0,3,5,0,1,0,1,0,1,0,0,0,3
463332,0,1,38,1,2,1,0,2,5,0,0,0,0,0,0,0,0,0,3
463332,0,1,40,1,2,0,0,2,5,0,0,0,0,0,0,0,0,1,3
463333,0,0,18,0,5,0,0,3,5,0,0,1,0,1,0,0,0,0,4
463334,0,0,33,1,1,0,0,6,3,0,0,0,0,0,1,1,0,0,3
463334,0,0,28,1,1,0,0,6,3,0,0,0,0,0,0,0,0,1,3
463335,1,0,27,1,1,-1,0,1,3,1,0,0,0,0,0,0,0,0,1
463335,1,0,28,1,1,-1,0,1,3,0,0,0,0,0,0,0,0,1,1
463336,0,1,62,0,2,4,0,1,3,0,1,0,1,1,0,0,0,0,2
463337,0,1,33,0,3,1,0,2,2,0,0,0,0,0,0,1,0,0,1
463338,1,1,32,0,3,1,0,2,2,1,0,0,0,0,0,0,0,0,4
463338,1,1,28,0,3,0,0,2,2,0,0,0,0,0,0,0,0,1,4
463339,0,1,27,1,2,4,0,2,2,0,1,0,0,0,1,0,0,0,2
463340,0,0,23,0,5,0,0,4,2,0,0,1,0,1,0,0,0,0,4
463340,0,0,20,0,5,0,0,4,2,0,0,0,0,0,0,0,0,1,4
463341,0,1,48,0,2,1,1,6,2,0,0,0,1,0,0,0,0,0,1
463341,0,1,53,0,2,0,1,6,2,0,0,0,0,0,0,0,0,1,1
463343,1,1,35,1,0,2,0,3,1,1,0,0,0,0,1,1,0,0,2
463344,1,1,59,1,0,3,1,2,5,0,0,0,0,0,0,0,1,0,2
463345,0,0,20,0,5,4,0,4,5,0,1,1,0,1,0,0,0,0,4
463346,1,1,40,1,5,1,0,3,5,1,0,0,1,0,1,0,0,0,4
463347,1,1,49,1,0,1,1,4,1,0,0,0,0,0,0,1,0,0,1
463348,0,1,40,1,1,1,0,2,5,0,1,0,0,0,0,0,1,0,1
463348,0,1,35,1,1,0,0,2,5,0,0,0,0,0,0,0,0,1,1
463349,1,0,20,0,5,5,0,5,1,1,0,1,0,1,0,1,0,0,4
463351,0,0,22,-1,5,3,0,4,4,0,1,0,0,0,0,0,1,0,4
463351,0,0,21,-1,5,3,0,4,4,0,0,0,0,0,0,0,0,1,4
463352,1,1,37,1,-1,0,1,4,5,1,0,0,1,0,0,0,1,0,2
463353,1,1,50,1,4,4,1,4,1,0,0,0,0,0,0,1,0,0,2
463354,1,1,53,1,4,4,2,4,5,0,0,0,0,0,0,0,1,0,4
463355,0,1,51,1,0,6,1,3,5,0,1,0,0,0,0,0,0,0,3
463356,1,0,29,1,5,5,0,4,1,1,0,1,0,0,0,1,0,0,4
463356,1,0,30,1,5,6,0,4,1,0,0,0,0,0,0,0,0,1,4
463357,1,1,27,1,1,0,1,2,4,0,0,0,1,0,0,0,1,0,4
463358,0,1,62,1,1,4,1,3,5,0,1,0,0,0,0,0,1,0,2
463359,1,0,23,0,5,1,0,4,5,1,0,1,0,1,0,0,0,0,4
463360,0,1,50,1,0,4,0,1,5,0,1,0,1,0,1,0,0,0,2
463360,0,1,46,1,0,2,0,1,5,0,0,0,0,0,0,0,0,1,2
463363,1,0,20,0,5,1,0,4,-1,1,0,1,0,1,0,1,0,0,4
463364,0,1,71,0,7,1,2,2,5,0,1,0,1,0,0,0,1,0,2
463365,1,1,67,0,4,1,2,2,5,1,0,0,0,0,0,0,0,0,4
463366,1,1,71,0,7,0,0,5,2,0,0,0,0,0,0,1,0,0,4
463367,0,0,35,1,2,4,0,4,1,0,1,1,0,0,1,1,0,0,3
463367,0,0,36,1,2,3,0,4,1,0,0,0,0,0,0,0,0,1,3
463368,0,1,42,1,0,3,2,3,1,0,0,0,1,0,0,0,0,0,3
463368,0,1,38,1,0,4,2,3,1,0,0,0,0,0,0,0,0,1,3
463369,1,1,31,1,3,4,0,2,5,1,0,0,0,0,0,0,1,0,2
463370,1,1,46,1,1,2,0,4,2,0,0,0,0,0,0,1,0,0,1
463372,0,1,26,0,8,1,1,2,-1,0,1,0,0,1,0,1,0,0,
463373,1,1,55,1,0,1,0,3,2,1,0,0,0,0,1,0,1,0,1
463374,0,0,19,0,5,0,0,3,5,0,1,1,0,1,0,0,1,0,4
463375,0,1,45,1,1,0,0,1,3,0,0,0,1,0,1,1,0,0,2
463375,0,1,45,1,1,1,0,1,3,0,0,0,0,0,0,0,0,1,2
463376,0,1,45,1,4,7,2,2,5,0,0,0,0,0,0,0,1,0,3
463376,0,1,46,1,4,5,2,2,5,0,0,0,0,0,0,0,0,1,3
463377,0,1,32,1,6,4,2,2,2,0,0,0,0,0,0,1,0,0,2
463378,1,0,30,1,1,1,0,1,2,1,0,1,0,0,0,0,0,0,2
463378,1,0,25,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2
463379,1,0,29,0,8,1,0,7,5,0,0,0,0,1,0,0,1,0,4
463379,1,0,27,0,8,0,0,7,5,0,0,0,0,0,0,0,0,1,4
463380,0,1,69,1,2,1,0,1,2,0,1,0,1,0,1,1,0,0,1
463381,1,1,36,1,1,8,1,4,2,1,0,0,0,0,0,0,0,0,3
463382,0,1,50,1,2,4,2,3,5,0,1,0,0,0,0,0,1,0,2
463383,1,1,41,0,4,6,2,3,3,1,0,0,0,1,0,1,0,0,1
463384,0,0,29,0,8,1,0,5,2,0,1,1,0,0,0,1,0,0,4
463386,0,1,43,1,1,6,0,1,2,0,0,0,1,0,1,0,0,0,2
463386,0,1,42,1,1,6,0,1,2,0,0,0,0,0,0,0,0,1,2
463387,1,-1,20,0,8,3,0,2,2,1,0,0,0,1,0,0,0,0,3
463387,1,-1,20,0,8,3,0,2,2,0,0,0,0,0,0,0,0,1,3
463389,0,1,50,1,0,0,1,2,2,0,1,0,0,0,1,0,0,0,3
463390,0,1,50,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,3
463391,1,1,62,1,1,5,0,1,2,1,0,0,0,0,0,0,0,0,2
463391,1,1,55,1,1,6,0,1,2,0,0,0,0,0,0,0,0,1,2
463392,0,1,36,1,0,5,0,2,3,0,1,0,0,0,0,0,1,0,2
463393,0,1,38,1,0,6,0,2,2,0,0,0,0,0,0,1,0,0,2
463394,1,1,41,1,8,-1,2,2,5,1,0,0,0,0,0,0,1,0,2
463395,1,0,31,0,8,-1,0,1,5,0,0,1,0,1,0,0,0,0,2
463395,1,0,25,0,8,-1,0,1,5,0,0,0,0,0,0,0,0,1,2
463396,0,0,25,0,1,3,0,4,2,0,1,0,0,0,0,1,0,0,3
463397,0,0,20,0,5,4,0,3,3,0,0,0,0,0,0,0,1,0,4
463398,1,0,29,0,8,9,0,4,2,1,0,0,0,0,0,1,0,0,3
463399,0,0,26,0,8,3,0,3,2,0,1,0,0,0,0,0,0,0,1
463400,0,0,20,0,5,8,0,3,0,0,0,0,0,0,0,1,0,0,4
463401,0,0,18,0,5,-1,0,3,2,0,0,0,0,0,0,0,1,0,4
463402,1,0,19,0,5,7,0,4,3,1,0,0,0,0,0,0,1,0,4
463403,1,0,18,0,5,2,0,4,5,0,0,0,0,0,0,0,1,0,4
463404,1,1,29,0,1,-1,2,2,2,0,0,0,1,0,0,1,0,0,2
463404,1,1,27,0,1,-1,2,2,2,0,0,0,0,0,0,0,0,1,2
463405,1,1,45,0,8,1,0,2,2,0,0,0,0,0,0,0,0,0,4
463406,1,0,33,0,8,0,0,4,2,0,0,1,0,0,0,0,0,0,3
463406,1,0,31,0,8,0,0,4,2,0,0,0,0,0,0,0,0,1,3
463407,0,0,33,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,4
463408,1,0,33,0,8,2,0,3,5,1,0,0,0,0,0,0,1,0,4
463409,0,1,43,0,3,7,1,5,1,0,1,0,1,0,0,1,0,0,2
463409,0,1,38,0,3,6,1,5,1,0,0,0,0,0,0,0,0,1,2
463410,1,1,37,0,1,-1,1,2,5,1,0,0,0,0,0,0,1,0,2
463411,1,1,42,1,3,-1,1,2,5,0,0,0,0,0,1,0,0,0,3
463411,1,1,43,1,3,-1,1,2,5,0,0,0,0,0,0,0,0,1,3
463412,1,0,33,1,0,-1,0,2,5,0,0,1,0,0,0,0,0,0,1
463413,1,1,41,0,1,1,1,2,3,0,0,0,1,1,0,1,0,0,1
463414,1,1,25,0,4,0,2,3,0,0,0,0,0,0,0,1,0,0,1
463415,0,0,28,1,5,-1,0,5,5,0,1,1,0,0,1,0,1,0,2
463417,1,1,59,1,0,-1,0,-1,5,1,0,0,1,0,0,0,0,0,2
463418,1,1,53,0,4,1,2,4,5,0,0,0,0,1,0,0,0,0,1
463420,0,1,59,1,0,2,2,3,5,0,1,0,0,0,1,0,0,0,
463421,1,1,53,1,3,0,1,2,3,1,0,0,0,0,0,1,0,0,2
463422,1,1,39,0,4,-1,2,4,5,0,0,0,0,1,0,0,1,0,2
463423,1,1,63,0,4,0,1,3,5,0,0,0,0,0,0,0,0,0,2
463423,1,1,61,0,4,1,1,3,5,0,0,0,0,0,0,0,0,1,2
463424,0,1,62,1,0,5,1,5,5,0,1,0,0,0,1,0,0,0,3
463425,1,1,43,0,3,3,0,-1,5,1,0,0,0,1,0,0,0,0,4
463426,1,1,38,0,4,0,2,5,5,0,0,0,0,0,0,0,0,0,1
463427,0,1,29,1,2,1,0,2,5,0,1,0,0,0,1,0,0,0,4
463427,0,1,27,1,2,1,0,2,5,0,0,0,0,0,0,0,0,1,4
463428,1,1,28,0,4,1,2,5,5,1,0,0,0,1,0,0,0,0,1
463428,1,1,26,0,4,1,2,5,5,0,0,0,0,0,0,0,0,1,1
463429,0,0,28,1,0,7,0,3,5,0,1,1,0,0,1,0,0,0,1
463431,1,1,43,1,0,-1,1,4,3,1,0,0,1,0,0,1,0,0,2
463431,1,1,39,1,0,-1,1,4,3,0,0,0,0,0,0,0,0,1,2
463432,1,0,36,1,0,0,0,1,5,0,0,1,0,0,0,0,1,0,2
463433,0,1,50,1,1,0,0,3,5,0,1,0,1,0,0,0,0,0,3
463434,0,1,25,0,2,-1,1,2,5,0,0,0,0,1,0,0,0,0,4
463435,0,0,33,1,5,0,0,3,5,0,0,1,0,0,1,0,0,0,4
463436,0,0,25,0,1,0,0,3,5,0,0,0,0,1,0,0,0,0,2
463437,1,1,49,1,0,1,1,3,5,1,0,0,1,0,1,0,0,0,2
463437,1,1,51,1,0,0,1,3,5,0,0,0,0,0,0,0,0,1,2
463438,1,1,47,0,3,0,1,3,5,0,0,0,0,1,0,0,0,0,
463439,1,1,42,1,0,9,1,3,5,0,0,0,0,0,1,0,0,0,2
463440,0,1,73,1,0,0,1,3,0,0,1,0,0,0,0,1,0,0,3
463441,1,1,42,1,0,8,2,4,5,1,0,0,0,0,0,0,1,0,3
463442,1,1,42,1,4,1,0,2,5,0,0,0,0,0,0,0,0,0,4
463443,1,1,50,1,0,1,1,4,5,0,0,0,0,0,0,0,0,0,3
463443,1,1,52,1,0,1,1,4,5,0,0,0,0,0,0,0,0,1,3
463444,1,1,61,1,7,-1,2,2,5,0,0,0,0,0,0,0,0,0,2
463444,1,1,59,1,7,-1,2,2,5,0,0,0,0,0,0,0,0,1,2
463445,1,1,48,1,0,0,1,3,5,0,0,0,0,0,0,0,0,0,1
463446,1,1,58,1,0,0,1,3,2,0,0,0,0,0,0,1,0,0,3
463447,1,1,60,0,2,0,1,2,5,0,0,0,0,1,0,0,1,0,2
463447,1,1,57,0,2,1,1,2,5,0,0,0,0,0,0,0,0,1,2
463448,1,1,40,1,0,8,1,2,5,0,0,0,0,0,1,0,0,0,2
463449,1,1,25,0,5,1,1,2,5,0,0,0,0,1,0,0,0,0,4
463450,1,0,26,1,5,1,0,3,5,0,0,1,0,0,1,0,0,0,2
463451,0,0,30,0,1,0,0,4,5,0,1,0,0,1,0,0,0,0,4
463452,0,1,79,1,7,0,2,2,5,0,0,0,1,0,1,0,0,0,3
463452,0,1,86,1,7,1,2,2,5,0,0,0,0,0,0,0,0,1,3
463453,1,0,27,1,5,-1,0,4,5,1,0,1,0,0,0,0,0,0,2
463455,1,1,46,0,0,0,0,2,5,0,0,0,1,1,0,0,0,0,2
463456,1,1,46,0,3,1,2,3,5,0,0,0,0,0,0,0,0,0,2
463457,0,1,42,1,0,2,1,2,5,0,1,0,0,0,1,0,0,0,2
463458,1,1,26,1,3,1,1,2,5,1,0,0,0,0,0,0,0,0,2
463459,1,1,73,1,0,5,2,3,5,0,0,0,0,0,0,0,0,0,3
463460,1,1,52,1,0,-1,1,2,5,0,0,0,0,0,0,0,0,0,2
463460,1,1,49,1,0,-1,1,2,5,0,0,0,0,0,0,0,0,1,2
463461,1,0,29,0,1,-1,0,4,3,0,0,1,0,1,0,1,0,0,1
463461,1,0,30,0,1,-1,0,4,3,0,0,0,0,0,0,0,0,1,1
463462,0,1,41,0,2,0,1,4,5,0,1,0,1,0,0,0,1,0,1
463462,0,1,43,0,2,0,1,4,5,0,0,0,0,0,0,0,0,1,1
463463,1,1,32,0,1,0,0,2,5,1,0,0,0,0,0,0,0,0,1
463464,1,0,18,0,5,6,0,4,5,0,0,1,0,0,0,0,0,0,4
463465,1,1,43,1,0,6,1,3,5,0,0,0,1,0,1,0,0,0,2
463466,1,0,21,0,5,13,0,6,5,0,0,1,0,1,0,0,0,0,4
463467,0,0,23,0,5,0,0,4,-1,0,1,0,0,0,0,1,0,0,4
463468,1,1,43,1,0,-1,1,4,5,1,0,0,1,0,1,0,1,0,2
463470,1,0,19,0,5,-1,0,5,1,0,0,1,0,1,0,1,0,0,
463471,1,0,57,1,8,1,0,4,6,0,0,0,0,0,1,0,1,0,1
463472,1,0,21,0,5,-1,0,4,5,0,0,0,0,1,0,1,0,0,4
463472,1,0,20,0,5,-1,0,4,5,0,0,0,0,0,0,0,0,1,4
463473,1,0,23,0,5,-1,0,3,5,0,0,0,0,0,0,0,0,0,4
463473,1,0,19,0,5,-1,0,3,5,0,0,0,0,0,0,0,0,1,4
463474,1,1,51,0,0,3,1,2,5,0,0,0,1,0,0,0,0,0,3
463475,0,1,36,1,1,0,0,1,5,0,1,0,0,0,1,0,0,0,2
463475,0,1,43,1,1,0,0,1,5,0,0,0,0,0,0,0,0,1,2
463476,1,1,53,1,0,3,1,3,5,1,0,0,0,0,0,0,0,0,2
463477,1,0,31,0,5,1,0,4,3,0,0,1,0,1,0,1,0,0,3
463477,1,0,31,0,5,0,0,4,3,0,0,0,0,0,0,0,0,1,3
463478,1,1,50,1,0,0,1,4,5,0,0,0,1,0,1,0,1,0,2
463479,1,0,30,0,4,1,0,2,5,0,0,1,0,1,0,0,0,0,4
463480,0,1,27,0,5,0,0,2,5,0,1,0,1,0,0,0,0,0,4
463481,0,1,37,1,0,-1,1,3,6,0,0,0,0,0,1,0,1,0,2
463482,1,0,41,0,2,9,0,7,3,1,0,1,0,1,0,1,0,0,3
463483,1,1,29,0,4,1,2,2,5,0,0,0,1,0,0,0,1,0,4
463483,1,1,30,0,4,1,2,2,5,0,0,0,0,0,0,0,0,1,4
463484,0,1,35,0,2,1,2,2,-1,0,1,0,0,0,0,1,0,0,4
463485,0,0,25,0,2,-1,0,3,5,0,0,1,0,0,0,0,1,0,4
463486,1,1,43,0,4,-1,2,8,3,1,0,0,1,0,0,1,0,0,4
463488,0,0,29,0,2,9,0,4,3,0,1,1,0,0,0,0,0,0,1
463490,1,0,20,0,5,1,0,4,5,1,0,0,0,0,0,0,1,0,4
463491,1,1,27,1,1,9,1,3,5,0,0,0,1,0,1,0,0,0,4
463491,1,1,27,1,1,8,1,3,5,0,0,0,0,0,0,0,0,1,4
463492,1,0,22,0,5,-1,0,4,5,0,0,1,0,1,0,0,0,0,4
463493,1,1,42,1,4,-1,2,4,5,0,0,0,1,0,1,0,0,0,2
463493,1,1,36,1,4,-1,2,4,5,0,0,0,0,0,0,0,0,1,2
463494,1,1,47,-1,5,-1,1,4,5,0,0,0,0,0,0,0,0,0,4
463495,1,0,30,0,5,-1,0,4,5,0,0,1,0,0,0,0,0,0,2
463497,1,0,32,1,0,0,0,5,5,0,0,0,0,0,1,0,0,0,4
463499,1,1,48,1,4,0,0,2,5,0,0,0,1,0,0,0,0,0,1
463499,1,1,47,1,4,0,0,2,5,0,0,0,0,0,0,0,0,1,1
463500,1,1,35,1,4,0,2,4,5,0,0,0,0,0,0,0,0,0,1
463500,1,1,35,1,4,1,2,4,5,0,0,0,0,0,0,0,0,1,1
463501,1,1,52,1,4,0,2,2,5,0,0,0,0,0,0,0,0,0,3
463502,1,1,40,1,4,-1,2,4,5,0,0,0,0,0,0,0,0,0,1
463503,1,1,33,1,3,1,0,2,6,0,0,0,0,0,0,0,1,0,1
463503,1,1,25,1,3,0,0,2,6,0,0,0,0,0,0,0,0,1,1
463504,1,0,26,1,5,-1,0,1,5,0,0,1,0,0,0,1,0,0,4
463505,1,0,31,1,5,-1,0,1,5,0,0,0,0,0,0,0,0,0,4
463506,0,1,35,1,0,2,1,2,5,0,1,0,1,0,0,0,0,0,3
463507,1,1,49,0,0,1,0,1,5,1,0,0,0,1,0,0,0,0,3
463508,0,1,31,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,1
463508,0,1,25,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,1
463509,1,0,43,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,4
463509,1,0,38,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,4
463510,0,0,27,1,5,1,0,7,1,0,1,0,0,0,1,1,0,0,1
463511,0,0,27,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,2
463512,0,0,30,0,2,0,0,3,5,0,0,0,0,1,0,0,1,0,2
463512,0,0,32,0,2,0,0,3,5,0,0,0,0,0,0,0,0,1,2
463513,1,1,79,1,0,-1,2,2,5,1,0,0,1,0,1,0,0,0,2
463514,1,1,63,1,3,-1,1,2,5,0,0,0,0,0,0,0,0,0,3
463515,0,1,41,1,0,11,1,4,5,0,1,0,0,0,0,0,0,0,3
463516,1,1,47,0,4,1,2,6,5,1,0,0,0,1,0,0,0,0,3
463516,1,1,48,0,4,1,2,6,5,0,0,0,0,0,0,0,0,1,3
463518,1,1,30,0,4,5,2,4,5,0,0,0,0,0,0,0,0,0,1
463519,0,1,58,1,0,0,1,2,5,0,1,0,0,0,1,0,0,0,3
463521,1,1,45,1,4,1,2,4,5,1,0,0,0,0,0,0,0,0,1
463523,1,1,60,1,4,1,2,4,5,0,0,0,0,0,0,0,0,0,2
463524,0,1,40,1,0,6,1,2,5,0,1,0,0,0,0,0,0,0,3
463525,0,1,40,0,2,0,0,3,5,0,0,0,0,1,0,0,0,0,1
463526,1,0,41,1,1,0,0,1,5,1,0,1,0,0,1,0,0,0,1
463527,0,0,35,0,0,13,0,1,5,0,1,0,0,1,0,0,0,0,1
463527,0,0,38,0,0,10,0,1,5,0,0,0,0,0,0,0,0,1,1
463528,1,1,67,0,4,-1,2,2,5,1,0,0,1,0,0,0,0,0,1
463528,1,1,70,0,4,-1,2,2,5,0,0,0,0,0,0,0,0,1,1
463529,1,0,37,1,8,-1,0,1,5,0,0,1,0,0,1,0,0,0,1
